Participant_ID,Age,Gender,StudyPreference,Emotion,Exam1,Exam2,Correct_NoTimer,Incorrect_NoTimer,Correct_Timer,Incorrect_Timer,AverageRT_NoTimer,AverageRT_Timer
mostly8b-fe24-4c0a-b87a-5e8f4fcdc49e,20,Male,Sometime,Motivated,70.0,76.0,19,0,19,2,1.07452,1.5205
mostly25-de02-448b-919c-98e3ac7d40ab,20,Male,Timer,Stressed,86.6,92.0,19,12,18,1,1.3308,1.2052
mostly44-20aa-4795-8ff7-12b94a076c07,20,Female,NoTimer,Stressed,41.0,40.0,19,0,20,0,1.338783,1.2052
mostly1f-af7a-4ab3-892b-f1498201979b,21,Female,Sometime,Stressed,80.5,10.0,17,1,17,5,1.3282,1.116699
mostly13-e1e5-41e9-a075-72d14852bf36,25,Male,Timer,Stressed,40.0,90.0,19,12,20,2,1.338783,1.08955
mostlya0-e108-4549-8343-95cc6fc11a08,19,Female,NoTimer,Stressed,84.0,35.0,20,1,19,5,1.2681,0.9457
mostly22-bffa-4db0-9b13-1345f2fa1ed8,21,Male,Unsure,Stressed,84.0,47.0,20,12,20,0,1.1719,1.01614
mostlyaa-1e67-48c4-b167-d5a1274dd7fc,21,Male,Timer,Stressed,40.0,100.0,19,0,18,1,0.6091,1.180277
mostlya4-c6ae-4a4d-8670-e87a1ae5dad6,19,Female,NoTimer,Stressed,75.0,92.0,19,1,17,0,1.16364,0.7927
mostly67-b1b6-441d-9201-d0ed742196bb,58,Female,NoTimer,Stressed,91.6,92.0,20,0,20,2,1.877207,1.02098
mostlyef-ba6a-4842-a7ac-e9d02ae9d47f,20,Female,Unsure,Avoidant,31.6,66.6,20,1,18,6,1.3282,0.646
mostlya5-1377-4ca7-931d-9ccab270aeef,21,Female,NoTimer,Stressed,62.0,95.0,8,0,14,1,0.8394,1.01614
mostlyac-7c04-437f-b7ee-a97803ad7823,20,Male,NoTimer,Stressed,31.6,10.0,19,1,19,0,0.8837,0.7927
mostlyd6-4ecc-4c01-a1ba-8797aca60296,21,Female,NoTimer,Stressed,63.3,73.3,19,1,19,12,0.9531,1.19848
mostlyd9-7bd1-47cb-9eda-039bb7016e66,19,Female,Unsure,Avoidant,62.0,92.0,20,1,14,1,1.07452,1.116699
mostly5c-6c35-4c5b-90b6-cc4c77b9e523,20,Male,Timer,Motivated,40.0,100.0,19,12,20,0,1.15868,1.04521
mostly86-f6f2-4a72-a298-bc15001fb5b0,23,Female,NoTimer,Stressed,40.0,50.0,20,0,20,1,1.405392,0.867389
mostly2f-d8da-4996-85f2-882e9c33f78c,20,Male,Sometime,Avoidant,95.0,90.0,17,1,18,3,1.15868,1.5205
mostly0c-9f69-425c-a9df-2cd7dbadcdef,20,Male,Timer,Neutral,95.0,50.0,20,1,20,1,1.0338,1.02098
mostly23-06bc-439a-9a3f-467dc515d795,20,Male,Sometime,Stressed,100.0,47.0,20,0,19,0,0.8394,1.5205
mostlyaf-e03b-4952-b539-5a403813ccdc,20,Female,Sometime,Motivated,93.0,73.3,19,1,19,1,1.338783,1.2052
mostlyca-d134-41c2-be3e-02e0b0137360,19,Male,Sometime,Stressed,86.6,72.5,19,0,17,0,1.2373,1.04521
mostly1d-edde-4a0f-9ea1-84093502b043,20,Male,NoTimer,Neutral,75.0,76.0,17,0,15,1,0.8017,1.19848
mostlyc5-091c-4a3e-b6aa-9b523a5630d0,23,Male,NoTimer,Motivated,89.0,77.7,17,1,17,3,1.01763,1.180277
mostlydb-10d0-4739-9d5e-81f33774ad10,19,Female,Timer,Stressed,62.0,50.0,20,1,20,5,1.1719,1.5205
mostly48-2b62-4b59-97d4-d7717c0d2dba,20,Female,Timer,Stressed,95.0,72.5,19,1,20,0,1.1636,1.5205
mostlyd7-492f-4977-8e49-bc24f0ce032e,25,Female,NoTimer,Stressed,93.0,92.0,19,0,20,0,1.877207,1.631261
mostlycb-474a-4a91-b30e-15d262c5cb12,20,Female,Timer,Stressed,95.0,77.7,19,1,15,1,1.15868,1.1935
mostly0e-b0b5-4727-86ee-53bf4fd3c8c2,20,Female,NoTimer,Stressed,40.0,82.0,19,1,20,0,1.16364,1.5205
mostly3e-136c-4202-8365-62db5143c22b,21,Female,Timer,Neutral,62.0,77.7,19,1,20,1,1.039681,1.5205
mostlyb4-de50-469a-9483-8b8aa413f4c4,20,Female,Timer,Avoidant,75.0,50.0,20,0,8,3,1.0896,0.7927
mostly5a-9f60-4a9f-8032-d7947f99c473,58,Female,NoTimer,Stressed,56.0,60.0,20,1,19,12,1.877207,0.857
mostly67-2577-4bea-928b-967ad4216593,25,Male,NoTimer,Stressed,91.6,96.8,19,0,19,12,0.9531,1.0997189
mostly9d-333b-4264-a9a9-a89243e4f065,20,Male,Sometime,Neutral,89.0,35.0,17,0,20,1,1.405392,0.9457
mostly2d-01b6-4089-affc-06ec2cdeb608,21,Male,Sometime,Stressed,56.0,77.7,19,1,17,0,0.9531,1.631261
mostlyb7-5076-43e8-a92a-0ea0e6bbb13c,20,Female,Sometime,Stressed,89.0,92.0,19,1,20,5,0.92298,1.1935
mostly6c-dd54-4884-9842-4f8ea28d25eb,23,Male,NoTimer,Avoidant,50.0,65.0,20,0,20,0,1.0836601,0.9457
mostlya7-bc3c-484f-bb87-d2c8dc8eb3a2,58,Male,NoTimer,Motivated,95.0,60.0,20,1,19,1,1.877207,1.19848
mostly14-9dd7-418f-a808-8121e2349b36,19,Female,Timer,Stressed,76.6,92.0,20,0,18,0,1.01763,1.59535495
mostly24-33c4-4d9a-82b8-0b88e6803764,19,Male,NoTimer,Neutral,47.5,10.0,17,0,20,12,1.13386,1.631261
mostly34-863d-4bb6-b0d7-2e19d66a53a2,58,Female,Sometime,Stressed,40.0,100.0,19,0,18,0,1.338783,1.631261
mostly43-031c-49b4-8ab7-0178562054c8,20,Female,NoTimer,Motivated,72.0,66.6,20,0,19,2,1.01763,0.867389
mostly13-8075-4e44-a163-d9fccba4a996,35,Male,NoTimer,Stressed,40.0,84.0,20,1,15,12,2.29473,0.9803
mostly80-b806-4aea-adf2-bd09aadd0392,21,Male,Unsure,Stressed,89.0,72.5,19,1,17,0,1.22575,1.1935
mostly1e-8457-45dd-9fbe-83632e3dd0f6,20,Female,Timer,Stressed,76.6,72.5,20,1,19,12,1.198,0.7927
mostly81-39a5-4ded-8ba5-9e7b49ccbc22,19,Female,NoTimer,Stressed,84.0,85.0,19,0,19,0,1.7207,1.144
mostly9e-ff87-4fbb-95ba-33339a3017c3,20,Male,Timer,Avoidant,56.0,60.0,20,1,20,0,1.1091,1.0997189
mostlyee-8ca0-402e-bdb5-f46176ba0e52,58,Female,NoTimer,Stressed,58.0,66.6,8,0,8,0,1.1636,1.116699
mostly82-53a8-40bc-b9e8-c76043e0fcd3,23,Male,Timer,Neutral,84.0,90.0,19,0,15,12,2.29473,0.7927
mostly74-3abd-4e8b-b67c-0fa49893377b,25,Female,NoTimer,Neutral,91.6,76.0,17,0,17,1,1.07452,1.180277
mostly32-2ce8-499b-ad44-64c9df1934cb,58,Female,NoTimer,Stressed,91.6,73.3,20,0,15,12,0.8394,1.116699
mostly08-30e3-4eed-a4fb-37bb0083a170,21,Female,Timer,Stressed,40.0,92.0,20,3,20,0,1.1719,1.1935
mostlyc3-b9d6-41d8-91ed-891d3b9e0f81,20,Male,Sometime,Avoidant,87.5,96.8,20,0,20,1,1.16364,1.631261
mostlyf3-8406-4d56-8596-70ef057015ce,20,Female,Unsure,Stressed,86.6,90.0,19,1,19,3,1.22575,1.0997189
mostlya7-2b04-4af4-97f1-283ddc51433c,20,Female,NoTimer,Stressed,50.0,28.0,20,3,20,1,1.01763,0.857
mostly49-f560-496a-9aba-3f1bc3922302,21,Male,Timer,Stressed,56.0,95.0,19,0,20,1,1.3282,1.116699
mostlyad-50e1-41ab-90da-f02a9700a715,21,Female,NoTimer,Stressed,58.0,90.0,8,0,19,3,1.07452,1.5205
mostlyd2-03aa-44a2-adbd-1c18b4135075,20,Female,Sometime,Stressed,84.0,47.0,20,0,15,0,1.338783,1.2213
mostly03-6643-49c5-92d6-2f7c49cd0707,19,Female,Unsure,Stressed,41.0,10.0,19,0,19,0,0.9531,0.9457
mostly2c-c675-4b59-8af2-67a13679568b,19,Female,NoTimer,Neutral,89.0,50.0,20,0,14,3,1.039681,1.5205
mostly6f-d265-4961-a272-37d7e4322ec9,20,Female,Timer,Stressed,80.5,35.0,20,0,17,1,1.22575,1.1253
mostlyd6-2055-4fce-8568-fdf44f0177c4,19,Female,Sometime,Stressed,62.0,72.5,19,0,20,3,1.07452,1.5205
mostly48-3475-4ca1-8906-28f1635662de,20,Male,NoTimer,Avoidant,41.0,90.0,19,3,17,2,1.0836601,0.66055
mostly45-217a-42ed-913d-c4586e771052,21,Male,Timer,Stressed,86.6,66.6,20,0,17,5,1.0896,0.9457
mostly09-2fef-4755-9682-10c812392468,20,Male,NoTimer,Stressed,65.0,96.8,20,12,20,3,1.22575,1.19848
mostly0d-5575-4413-9fbd-c12d9275dd78,19,Male,Sometime,Stressed,63.3,92.0,20,1,19,3,1.22575,1.116699
mostlyaa-cf29-45ad-ae5a-1dfc9da33fe4,20,Male,Timer,Stressed,75.0,92.0,20,0,18,2,0.9408,0.9457
mostly0d-3299-4381-a1c6-e26c83923861,21,Male,Sometime,Neutral,95.0,82.0,19,0,17,0,1.18352,1.631261
mostly39-ded2-4ece-a416-e12e6fc912b1,21,Male,Timer,Stressed,76.6,100.0,20,1,20,2,1.7207,1.1935
mostly76-240d-473d-be52-5d4ed350eabc,19,Male,Timer,Neutral,62.0,95.0,20,0,19,0,0.9531,0.7902
mostly48-d8f5-44a4-bfd0-b270aae6b807,58,Male,Unsure,Motivated,76.6,73.3,20,0,18,1,1.2681,0.867389
mostlye9-77c4-4fc0-a2a8-4f9ec5eb2bfb,20,Female,NoTimer,Stressed,62.0,47.0,20,0,8,0,1.2681,1.19848
mostly21-195f-4534-84b7-5991bc2969c4,20,Female,Timer,Motivated,76.6,47.0,19,0,15,1,1.2681,0.9803
mostly77-f649-423e-b65d-e8b1b26cf1c1,20,Female,NoTimer,Stressed,41.0,87.0,19,0,19,2,0.8394,1.04521
mostly3b-90e9-41c8-8e27-c222cba62cf7,23,Male,Timer,Stressed,95.0,60.0,19,1,20,3,1.039681,1.1221
mostlyac-2228-4dbb-9e24-ce9e05eb1df9,21,Female,Sometime,Stressed,40.0,80.0,20,0,20,0,0.6091,1.02098
mostlyf5-4932-4757-9ef5-f06152dcd06f,19,Male,Unsure,Motivated,76.6,84.0,20,0,18,1,1.01763,1.1935
mostly2b-b943-4eed-819b-50b698463a05,20,Male,Timer,Neutral,58.0,47.0,8,0,19,1,1.07452,0.857
mostly8a-e258-445c-a7cf-07562de6a824,21,Female,NoTimer,Neutral,56.0,82.0,20,1,19,3,0.8394,0.9803
mostly62-9f1b-4dc3-ac47-d84a60fb4a72,19,Female,Unsure,Stressed,75.0,90.0,19,0,19,0,1.0836601,1.59535495
mostlyd4-0d1e-4e2c-af60-923dd5764e62,20,Male,NoTimer,Stressed,62.0,84.0,19,0,17,2,1.1091,0.646
mostly9a-9f56-4500-a285-25626e9cb285,20,Male,NoTimer,Neutral,87.5,70.0,19,1,17,3,1.13386,1.0997189
mostly46-958a-4b26-a102-4ae96a3b225d,19,Male,NoTimer,Avoidant,100.0,90.0,19,1,20,2,1.405392,1.19848
mostlybb-f7bd-45c2-982d-2285013f088c,19,Female,Timer,Avoidant,93.0,73.3,19,0,19,0,1.07452,0.9803
mostlyc2-bd4e-42e7-89ad-901736f26f24,20,Female,Timer,Motivated,91.6,65.0,20,0,20,5,1.1719,1.2052
mostlyaf-c3e6-42ef-9e76-e6c7b73af9e0,20,Female,Sometime,Avoidant,70.0,92.0,20,0,20,0,1.338783,1.01614
mostly45-67de-48a4-b2bb-f2bd8b83126c,21,Female,Sometime,Stressed,40.0,73.3,20,0,20,0,1.01763,0.867389
mostlya1-f82c-4cf4-b223-4dc2d21fcadf,19,Female,Sometime,Neutral,76.6,72.5,19,0,19,3,1.877207,1.0997189
mostlye6-88a6-4cff-8384-94f9c7aa9d88,23,Female,Timer,Neutral,31.6,72.5,20,0,18,5,1.405392,0.984768
mostly18-7476-406e-aaa2-9884a139d204,21,Male,NoTimer,Stressed,86.6,72.5,19,0,17,0,1.7207,1.04521
mostly0d-a0ad-450d-a401-47a2a9c74c73,19,Female,Sometime,Stressed,40.0,92.0,20,0,20,1,1.2373,1.1253
mostlyd9-1d23-46cf-a462-1611c1019d7f,20,Male,Timer,Motivated,84.0,85.0,20,0,19,0,1.3308,1.0997189
mostlyf4-d610-4151-bba6-a731bbb3d511,19,Female,Unsure,Stressed,93.0,66.6,19,0,20,0,1.1636,0.9684
mostlyc9-63d4-45ba-8199-58742c730268,21,Male,Sometime,Stressed,97.0,73.3,19,1,19,0,0.8017,0.984768
mostly64-01f6-4fd4-8cdf-293e71d7bf6d,20,Male,Sometime,Stressed,41.0,83.0,19,1,15,1,1.0896,1.5205
mostly76-4b7e-418e-8be9-fdb9c9a3fdbf,21,Female,Timer,Neutral,50.0,85.0,19,0,19,0,1.198,1.19848
mostly5d-a40e-40c0-b215-cc9a1a7275c4,23,Male,Sometime,Neutral,65.0,60.0,20,1,18,0,1.18352,0.857
mostlyb9-8382-455a-9f8e-7f4c6a1008e4,20,Male,Unsure,Stressed,76.6,82.0,20,1,18,1,1.0896,0.984768
mostlyb8-45cc-409e-87d9-714f2ce35a69,20,Female,NoTimer,Stressed,31.6,92.0,17,0,19,0,1.877207,0.984768
mostly6c-3956-4529-93ad-78bbfcd3984f,19,Female,NoTimer,Stressed,91.6,48.0,20,0,18,2,1.0338,1.2052
mostly3f-ca09-42a7-b20c-ab402dbc90a0,23,Female,NoTimer,Stressed,84.0,80.0,17,1,19,12,1.1091,0.984768
mostly05-7502-44b5-8c1e-bc8c5cb8297c,20,Male,Sometime,Avoidant,87.5,66.6,19,0,20,1,1.15868,1.19848
mostly51-85ee-4396-8659-9ff867eebf5f,20,Female,NoTimer,Neutral,62.0,77.7,19,0,19,0,1.15868,1.04521
mostlydc-b74c-41d8-b8bd-736224cfb02f,19,Male,Sometime,Avoidant,50.0,28.0,19,1,19,1,1.1636,1.1935
mostlyd8-06b5-457d-a107-87c97c0f5530,19,Female,Unsure,Stressed,93.0,84.0,17,12,20,0,0.8837,1.1935
mostly40-65b5-4162-8817-132ecb0fc503,19,Male,Timer,Stressed,63.3,40.0,19,0,20,12,2.29473,1.1253
mostly0d-8ebf-48eb-ab74-d1f70ad1ebde,25,Male,NoTimer,Neutral,41.0,60.0,20,12,20,2,1.15868,0.66055
mostlye5-06a0-468e-a9e6-0c1c9ee6bbb7,20,Female,Sometime,Stressed,93.0,80.0,19,12,14,0,1.07452,0.9803
mostly5f-6d9a-4521-a2d4-e088b28a9310,25,Male,Unsure,Stressed,40.0,100.0,8,0,17,1,1.1636,1.0634013
mostly4d-3636-43eb-b4e9-6f796fc9025b,58,Female,NoTimer,Stressed,56.0,89.0,19,0,20,0,1.3282,1.04521
mostly90-a5e5-41b8-bc66-54a66d3dbdba,21,Female,Sometime,Motivated,87.5,80.0,19,0,18,1,0.9531,1.1935
mostlye5-b7ec-4e74-a6d2-be83b1c4af6f,21,Female,Sometime,Neutral,70.0,10.0,19,1,19,2,1.15868,1.02098
mostlyb0-c0c9-41de-a236-cc289640acbf,19,Male,NoTimer,Stressed,100.0,40.0,8,1,18,5,1.15868,1.1253
mostlyc2-c76f-45f4-ae02-df46f1c6d770,19,Male,Sometime,Stressed,47.5,40.0,20,0,20,1,1.2373,0.9457
mostlyd2-4691-4924-9160-6a430161f9bf,20,Male,Sometime,Stressed,75.0,87.0,17,1,20,12,1.405392,1.2052
mostly79-f4f3-409c-8194-9ee3a940eb9d,20,Female,Timer,Avoidant,40.0,28.0,17,0,20,12,0.9531,0.7902
mostlyc4-1564-451f-9f79-b1c52b7c7c5c,21,Female,Timer,Avoidant,91.6,90.0,19,0,19,0,0.6091,0.66055
mostly0d-ccd8-479f-9893-da3ac489b8cc,19,Female,Timer,Stressed,80.5,87.0,20,0,20,0,1.15868,1.144
mostly0c-626d-4344-adcf-a2ac3bf11d5f,20,Female,Timer,Motivated,63.3,66.6,8,0,20,5,1.338783,1.116699
mostly35-ca0c-44cc-8743-10c8df774efb,20,Male,Timer,Stressed,72.0,85.0,20,1,20,1,1.13386,0.66055
mostlyb9-0ab6-41fd-afdb-6ce633734aab,21,Female,NoTimer,Avoidant,86.6,95.0,19,0,20,0,1.07452,0.66055
mostly43-d3e4-479f-bf26-746b1adf8071,19,Male,Unsure,Avoidant,75.0,60.0,19,0,19,2,1.07452,1.631261
mostlyd2-567b-44b5-9317-2816f3e1ef2a,21,Female,Sometime,Stressed,40.0,35.0,20,0,14,1,1.3282,1.1935
mostlyab-db13-4909-954e-8f3f37fabcf5,25,Male,Sometime,Motivated,58.0,73.3,20,0,15,1,1.2373,1.2052
mostly25-5fdb-4a3c-b1cb-d0fb8950915c,21,Male,NoTimer,Stressed,63.3,80.0,19,1,17,6,1.13386,0.7927
mostlybf-8115-4836-ae84-2705c1fb26a5,23,Female,Sometime,Stressed,72.0,90.0,19,1,20,5,0.92298,1.0997189
mostly9e-36e8-4046-8222-68d8c2a88a1c,20,Male,Timer,Stressed,40.0,72.5,20,0,20,0,1.0836601,1.631261
mostly5b-caa9-4221-8408-d8ed93e55e13,20,Female,Timer,Stressed,50.0,95.0,20,0,17,0,1.0896,1.2052
mostly39-ae05-4d9d-88db-65695e1ca431,21,Female,Timer,Stressed,50.0,87.0,20,0,18,5,0.8394,0.867389
mostlye5-ebac-4839-b2c6-ff366359e14a,58,Female,NoTimer,Avoidant,95.0,80.0,20,0,20,2,1.01763,1.1221
mostly97-8e1f-4bb9-9863-a993c819eb9d,25,Male,Sometime,Motivated,89.0,60.0,19,12,15,0,1.15868,0.7927
mostly22-daea-4c46-aecd-70e612c2db78,58,Male,NoTimer,Neutral,50.0,77.7,19,1,20,0,0.8017,1.04521
mostly58-04a6-4bda-af27-be99f5a71969,19,Female,Timer,Neutral,62.0,84.0,19,12,20,1,1.338783,1.180277
mostly3a-48d6-4d2c-adb5-0709c486ce96,20,Male,NoTimer,Stressed,72.0,50.0,19,0,8,1,1.18352,1.631261
mostlyb0-c1aa-4ecb-adc6-294a048e160e,20,Male,Timer,Stressed,63.3,92.0,19,0,20,1,1.405392,0.9803
mostly7a-98ed-4c80-99c7-b936059ed5ef,58,Male,NoTimer,Stressed,63.3,40.0,20,1,17,0,0.9408,1.08955
mostlybc-bd19-4cbf-bf1b-b84c625564f1,19,Female,Unsure,Neutral,89.0,47.0,19,0,15,1,1.16364,0.9803
mostlyd8-ac11-43f0-b87b-8abc4306745b,25,Male,Unsure,Stressed,87.5,92.0,19,3,18,0,1.15868,1.1253
mostlyb3-3305-45f6-9b6c-fdc6452cce45,23,Female,NoTimer,Stressed,40.0,60.0,20,3,20,1,1.7207,1.1968
mostlybc-8f92-4a1b-825f-0bdbc49ed03c,20,Male,Timer,Motivated,40.0,96.8,20,1,15,0,0.9531,0.9457
mostlyaa-508b-44b4-b542-fcab974f511a,20,Male,Timer,Stressed,75.0,35.0,19,0,15,12,1.01763,0.9803
mostlyf4-5807-4774-ad67-7a43100dfc41,21,Male,Timer,Stressed,50.0,28.0,20,0,18,1,1.15868,1.1968
mostly88-8902-4a3c-a9b0-38172514bfb9,19,Female,Sometime,Motivated,87.5,10.0,19,0,19,3,0.8394,0.7927
mostlybc-7569-4df6-9ab9-d11b42c6cdd2,21,Female,Timer,Avoidant,75.0,92.0,19,0,20,2,1.0836601,0.97388
mostly79-ea74-45f1-b477-bfebff40b1c7,20,Male,Timer,Stressed,100.0,92.0,20,1,19,1,1.07452,0.7927
mostly0c-4dea-4f47-b12c-b19a02844e8f,20,Male,Timer,Avoidant,89.0,65.0,19,0,18,1,1.3282,0.9457
mostly6b-6439-43ac-8293-d00ebe477340,23,Male,NoTimer,Stressed,91.6,47.0,17,3,20,1,1.16364,0.9684
mostly3e-720c-44cd-8942-ff35bf03be63,20,Male,NoTimer,Stressed,80.5,100.0,17,1,20,1,1.405392,0.867389
mostlyed-c616-410a-af6b-de7dbaa51668,58,Female,Sometime,Stressed,70.0,60.0,20,0,19,1,1.07452,0.7927
mostlyd6-7062-426b-bb33-5c2057cc1d25,20,Female,Timer,Neutral,50.0,66.6,19,0,17,0,1.2681,1.02098
mostly93-3bde-4d58-9f20-4740c8b79924,19,Male,Sometime,Stressed,62.0,96.8,20,1,15,5,1.2373,1.19848
mostly9f-ffbe-47ff-8b10-439d95aafb9e,25,Male,Timer,Avoidant,75.0,87.0,20,1,8,12,1.7207,0.646
mostly2c-8a49-41eb-8967-ea1b03a166a1,19,Female,NoTimer,Avoidant,56.0,96.8,17,0,20,1,0.9531,1.116699
mostly4c-2bd3-41fe-95c5-940b03ac8b9b,20,Male,Timer,Avoidant,89.0,92.0,19,0,17,0,0.8017,0.9457
mostlyc8-a0c3-4a37-a440-fee75ef6703a,19,Male,NoTimer,Avoidant,100.0,73.3,20,1,8,0,0.8394,1.631261
mostlyc8-6142-47d9-9d2d-e3f69a74c81f,21,Female,Sometime,Stressed,50.0,60.0,17,0,19,6,1.2373,1.116699
mostly92-f6db-4413-b10c-2e3e85bb9c7f,19,Male,NoTimer,Motivated,70.0,28.0,19,0,14,12,1.877207,0.857
mostly47-d754-435d-be47-bbb86ad1c235,20,Female,Timer,Neutral,62.0,50.0,20,1,18,1,1.07452,1.144
mostlye3-c931-4e17-a70f-a760a0f3a35c,58,Male,NoTimer,Stressed,76.6,85.0,19,0,17,1,1.1466208,1.5205
mostlyce-faac-4e3a-a9ea-a961eebbd1c8,19,Female,NoTimer,Stressed,41.0,90.0,20,0,18,0,1.2681,0.66055
mostly7b-25cc-468c-8327-d943673b35ac,20,Female,Timer,Stressed,58.0,72.5,8,0,20,12,1.1719,1.0634013
mostly31-897c-4cf2-8453-33818d94fe2a,21,Male,NoTimer,Stressed,50.0,73.3,19,1,20,1,1.15868,1.02098
mostlyd4-0141-49f9-812e-b5aa7f36f466,21,Male,NoTimer,Stressed,89.0,40.0,19,3,19,0,1.7207,1.631261
mostlya8-6350-4d50-949c-59c4d8de80a8,58,Female,NoTimer,Stressed,91.6,89.0,20,1,17,2,1.3282,1.631261
mostly32-e695-4d3d-910c-ff16490af41d,20,Female,Unsure,Neutral,95.0,80.0,20,1,19,3,1.0338,1.1968
mostly60-31c3-410c-8550-fa628462ff1a,19,Male,NoTimer,Stressed,31.6,92.0,20,0,19,0,0.9531,0.857
mostly12-9c28-4391-bea7-56a30bc4f926,58,Male,Sometime,Neutral,95.0,80.0,19,0,17,3,1.039681,1.5205
mostly36-a788-4a13-b398-049a12d3aa4d,21,Male,Unsure,Stressed,63.3,92.0,17,0,20,12,0.8837,1.2213
mostlya3-3f70-4cf9-a82e-9f72047a31e1,25,Female,NoTimer,Neutral,62.0,84.0,20,0,20,3,1.7207,1.1968
mostlyb7-cd39-4935-a35e-072b5cfa356e,23,Male,NoTimer,Stressed,70.0,65.0,20,0,8,1,1.198,1.1968
mostly84-198b-47ef-ba6f-1ea21ef6f02d,20,Male,Unsure,Stressed,84.0,92.0,20,1,18,3,0.9531,1.08955
mostlyf6-ba2e-4423-89de-24dc8799038d,20,Male,Timer,Stressed,87.5,90.0,20,0,19,1,1.01763,1.1968
mostlyd6-db71-4fd7-b063-ebdfe69cc9b8,20,Female,NoTimer,Stressed,95.0,47.0,19,1,17,3,1.198,1.01614
mostlyd9-6a87-4153-a22c-9254cc6e8d29,58,Female,Sometime,Neutral,50.0,92.0,19,12,20,2,1.3308,1.0634013
mostlyb8-3f3e-4724-a935-5da785cc663d,23,Female,NoTimer,Stressed,40.0,50.0,17,3,19,1,0.9531,1.01614
mostly98-c6ae-45c2-94b1-37e0ffa3d787,25,Male,Timer,Stressed,84.0,76.0,20,0,17,0,1.877207,1.5205
mostly93-1e15-4b61-89ac-498a6886f13e,20,Male,Sometime,Motivated,84.0,50.0,17,0,8,0,1.0836601,1.2213
mostly6e-aa9b-4323-8a75-52caf71f1da0,19,Male,NoTimer,Avoidant,89.0,50.0,20,0,20,3,0.6091,0.97388
mostly4a-e570-4344-bd20-65db2876d02f,23,Male,Timer,Motivated,62.0,47.0,20,1,18,5,1.3308,1.2052
mostlyd3-9074-41aa-9fe3-96afe3499634,58,Female,Unsure,Neutral,56.0,28.0,20,1,8,1,1.2373,0.97388
mostlyc8-f78f-486e-b05a-8b1d9e70c7a2,19,Female,Sometime,Motivated,40.0,70.0,19,12,20,0,0.6091,1.02098
mostly7b-6e81-4145-884d-2a100f289f01,20,Female,NoTimer,Neutral,41.0,35.0,19,3,20,3,1.1466208,0.857
mostlyef-8c2b-4d7f-aa8a-b706906057ae,58,Male,NoTimer,Stressed,47.5,65.0,19,1,20,1,1.3308,0.7927
mostly0d-5705-43a0-8238-d55a57331d54,20,Male,Sometime,Stressed,87.5,96.8,20,0,20,12,1.22575,0.857
mostly1f-7bdb-4793-8d26-238ef8792aba,20,Female,NoTimer,Avoidant,50.0,72.5,20,0,15,3,0.8017,1.631261
mostlyca-8235-4816-9728-59b33aae0d3c,19,Female,NoTimer,Avoidant,62.0,72.5,20,0,18,1,1.0338,1.2213
mostlycd-4018-4356-8d7a-7dc20c551747,20,Female,Unsure,Motivated,47.5,77.7,20,12,20,3,1.1091,0.867389
